ASIN,product_name,brand,FBA_label,amazon_choice,price_in_US_dollars,unit_price_flag,unit_price_USdollars,unit_price_unit,top_sales_rank,subscribe_flag,shipping_weight_in_ounces,answered_questions,rating_avg,rating_nums,rating_1_star,rating_2_star,rating_3_star,rating_4_star,rating_5_star,subscribe_5_unitprice,subscribe_5_unit,subscribe_15_unitprice,subscribe_15_unit
B081CK9GFL,(Bundle of 8) 3 in 1 Cuppa Roaster Latte Imported from Malaysia (10 sticks x 20g),Cuppa Roaster,Third Party,False,100.0,True,12.5,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B081CKC3XL,"3 Boxes Malaysia Cofee - Cuppa Roaster Latte with Skim Milk , Classic Aroma(10 sticks x 20g)",Cuppa Roaster,Third Party,False,46.0,True,6.57,Ounce,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B081CL85R4,2 Pack Cuppa Roaster Latte 100% Original & Genuine from Malaysia (10 sticks x 20g),Cuppa Roaster,Third Party,False,32.5,True,16.25,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B081DP3X1F,"G7, Instant Coffee, 3 in 1 Coffee Mix, 352 g [Pack of 1 piece]",G7,Third Party,False,29.0,False,,,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B081GF8RYH,Collagen Keto Coffee 12.7oz (1 Jar),cocafe,FBA,False,14.99,True,1.18,Ounce,1571.0,False,14.9,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
B081GL3JXD,Coconut Keto Coffee 12.7oz (1 Jar),cocafe,FBA,False,14.99,True,1.18,Ounce,1040.0,False,16.0,0,3.9,4.0,0.29,0.0,0.0,0.0,0.71,,,,
B081GL89BX,Chocolate Keto Coffee 12.7oz (1 Jar),cocafe,FBA,False,14.99,True,1.18,Ounce,2689.0,False,16.0,0,3.4,2.0,0.39,0.0,0.0,0.0,0.61,,,,
B081GYK9VP,OGANSIA Ganoderma Lucidum Cafe Latte.Turkish Cafe Reishi Mushroom Gano Coffee. 28 Gr. 15 Pack (4 Box),OGANSIA,,False,115.0,False,,,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B081HG9HW5,"Farmer Brothers Maple Pecan Cappuccino Mix, 6/2 lb bags",Farmer Brothers,Third Party,False,49.99,True,8.33,Count,4791.0,False,192.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B081J3JDN2,"Starbucks Italian Roast Dark Roast Whole Bean Coffee, 12-Ounce Bag (Pack of 4)",Starbucks,,False,49.23,False,,,3601.0,False,56.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B081J4MXYL,"Starbucks Italian Roast Dark Roast Whole Bean Coffee, 12-Ounce Bag (Pack of 2)",Starbucks,,False,24.99,False,,,2654.0,False,28.8,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B081J4N63S,Starbucks VIA Instant French Roast Dark Roast Coffee (Pack of 2),Starbucks,Third Party,False,9.99,True,5.37,Ounce,2369.0,False,3.4,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B081K7K8B3,Coconut Coffee Packet 0.95oz,CAcafe,Third Party,False,1.99,True,2.09,Ounce,2938.0,False,1.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B081K8GJJY,Coconut Keto Coffee Packet 0.7oz,cocafe,Third Party,False,1.99,True,2.84,Ounce,3172.0,False,0.6,0,2.0,2.0,0.5,0.0,0.5,0.0,0.0,,,,
B081KVZ59D,3 Boxes Duzin Durian Premium Coffee 12 sachets x 30g - FREE EXPRESS SHIPPING,Duzin,Third Party,False,58.89,True,19.63,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B081KXX849,4 Boxes Duzin Durian Premium Coffee 12 sachets x 30g - FREE EXPRESS SHIPPING,Duzin,Third Party,False,74.8,True,18.7,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B081L39DSN,5 Boxes Duzin Durian Premium Coffee 12 sachets x 30g - FREE EXPRESS SHIPPING,Duzin,Third Party,False,86.0,True,17.2,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B081M32DDF,Nescafé 3-in-1 Premix Instant Coffee - Blend & Brew ORIGINAL- Imported from Nestle Malaysia(28 Sticks),Nescafe Malaysia,FBA,False,13.1,True,13.1,Count,469.0,False,20.8,0,4.6,11.0,0.0,0.0,0.13,0.13,0.75,,,,
B081NQZF7K,"3 in 1 Instant Coffee Mix, 20 Sachets (14.11 Ounce) (14.11 Ounce, 4-Pack)",Vinacafe,Third Party,False,29.99,True,2.13,Ounce,2780.0,False,14.1,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B081NSG5VR,Wink White W Instant Coffee 15g x 10 sachets Just 40 Cal No Fat No Sugar,Wink White W,FBA,False,25.0,True,25.0,Count,4173.0,False,7.2,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B081RYH6BG,Super Power Coffee 6 in 1 Tongkat Ali Ginseng & Misai Kucing 10 Pack (20 x 20 Sachets),Super Power,Third Party,False,99.0,True,99.0,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B081RZ3DTT,Jacobs Cronat Gold Instant Coffee 200 Gram / 7.05 Ounce (Pack of 6),Jacobs Kronung,Third Party,False,,False,,,1973.0,False,7.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
B081RZRCR4,Super Power Coffee 6 in 1 Tongkat Ali Ginseng & Misai Kucing 2 Pack (20 x 20 Sachets),Super Power,Third Party,False,34.6,True,34.6,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B081RZRT8H,Super Power Coffee 6 in 1 Tongkat Ali Ginseng & Misai Kucing 7 Pack (20 x 20 Sachets),Super Power,Third Party,False,72.5,True,72.5,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B081RZTH4J,Super Power Coffee 6 in 1 Tongkat Ali Ginseng & Misai Kucing 36 Pack (20 x 20 Sachets),Super Power,Third Party,False,257.0,True,257.0,Count,4746.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B081S2CRXD,Super Power Coffee 6 in 1 Tongkat Ali Ginseng & Misai Kucing 5 Pack (30 x 20 Sachets),Super Power,Third Party,False,69.9,True,69.9,Count,4682.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B081S5NTCG,Amigo Instant Coffee Fusion with Finely Ground Coffee Beans,AMIGO,FBA,False,14.99,True,14.99,Count,2311.0,False,5.8,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B081S6XHJS,"2 Boxes Lean N Green Slimming Weight-Loss Coffee - All Natural, Vegan and Sugar-Free; Perfect for the Health-Conscious People; 14 Packets x 21 grams",Lean N Green Coffee,FBA,False,26.95,True,13.48,Count,598.0,False,12.3,0,3.8,4.0,0.0,0.0,0.44,0.28,0.28,,,,
B081S979GD,100% Colombian Coffee Instant Freeze Dried 1.76 oz Hazelnut-,Giraldo Farms,,False,19.99,False,,,678.0,False,1.8,0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,,,,
B081SFBJJM,100% Colombian Coffee Freeze Dried - Amaretto- 1.76 Oz,Giraldo Farms,Third Party,False,12.0,True,6.82,Ounce,1327.0,False,1.8,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B081TMDLXF,"Death Wish Instant Coffee, The World's Strongest Coffee, Fair Trade and USDA Certified Organic, 8 Packets",Death Wish Coffee Co.,FBA,False,14.99,True,10.86,Ounce,109.0,False,2.4,0,4.5,102.0,0.05,0.04,0.08,0.05,0.78,,,,
B081VVBNSC,Cafe Rico Instant Coffee (Puerto Rican Coffee) 1.8 oz - 2 jars,Cafe Rico,Third Party,False,14.99,True,8.33,Ounce,1232.0,False,1.8,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
B081VWS8JB,Cafe Crema Instant Coffee (Puerto Rican Coffee) 1.76 oz - 2 jars,Cafe Crema,Third Party,False,14.99,True,8.52,Ounce,1902.0,False,1.8,0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,,,,
B081ZGQKSC,Victorian Inn Almond Amaretto Cappuccino 16-Ounce Canisters (Pack of 6),Victorian Inn,Third Party,False,40.87,True,0.43,Ounce,,False,16.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B0821T7Y1B,Coconut Coffee 19.05oz (6-Pack),CAcafe,Third Party,False,74.92,True,3.93,Ounce,1431.0,False,19.2,0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,
B0825K3ZT3,LA VIRGINIA Cafe Clasico Instantaneo en Frasco 170 gr. 2 PACK | Instant Coffee in a Jar.,La Virginia,Third Party,False,24.0,True,24.0,Count,1082.0,False,19.2,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B0826S8NQZ,Namyang French Cafe Freeze Dried Coffee - Korea Coffee with English Wordings - 1 Pack of 19g x 12 Sticks - Imported From Korea (Dark Roast),French Cafe,Third Party,False,29.9,True,2.49,Count,3369.0,False,10.6,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B0826TV11G,10 boxes Organo Gold Café Latte + FREE 18 sachets Nugano Coffee - FREE EXPRESS SHIPPING,Organo Gold,Third Party,False,173.9,True,17.39,Count,1407.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B0826VBPRF,12 boxes Organo Gold Black Coffee + 4 boxes Nugano Black Coffee + FREE 16 sachets Nugano Coffee - FREE EXPRESS SHIPPING,Organo Gold,Third Party,False,230.88,True,11.54,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B0826VBRWZ,10 boxes Organo Gold Black Coffee + 4 boxes Nugano Black Coffee + FREE 10 sachets Zrii Rise Coffee - FREE EXPRESS SHIPPING,Organo Gold,Third Party,False,199.35,True,14.24,Count,4227.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B0826VJ4JP,4 boxes Organo Gold Black Coffee + FREE 6 sachets Nugano Coffee - FREE EXPRESS SHIPPING,Organo Gold,Third Party,False,80.0,True,20.0,Count,4001.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B0826VKNVT,5 boxes Organo Gold Black Coffee + FREE 6 sachets Nugano Coffee - FREE EXPRESS SHIPPING,Organo Gold,Third Party,False,95.0,True,19.0,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B082BBMTGY,"Jacobs Type Espresso Instant Ground Coffee, 25 Portions (Pack of 6)",JACOBS,FBA,False,29.95,True,0.2,Count,762.0,False,17.6,0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,,,,
B082BF2NCD,"Jacobs 3in1 Classic Instant Coffee Sticks, 10 Single Servings (Pack of 6)",JACOBS,FBA,False,29.95,True,0.13,Ounce,636.0,False,46.4,0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,
B082C8KR85,Juan Valdez (NOT A CASE) Instant Coffee Vanilla Cinnamon,Juan Valdez,Third Party,False,10.49,False,,,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B082CF4ZN7,Ferrara (NOT A CASE) Espresso Instant,Ferrara,Third Party,False,22.07,False,,,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B082FK4688,100 Sachets Train Brand Instant Kopi-O Black Coffee (No Sugar Added) Imported from Malaysia Free Express Delivery,Train,Third Party,False,68.3,True,68.3,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B082FLLTCZ,4 Pack Train Brand Instant Kopi-O Black Coffee (No Sugar Added) Imported from Malaysia ( 4 x 20 Sachets) Free Express Delivery,Train,Third Party,False,65.35,True,65.35,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B082GHQSWN,"Maxwell House International French Vanilla Beverage Mix, 8.4 oz Tub, Pack of 4",MAXWELL HOUSE,Third Party,False,19.19,True,19.19,Count,731.0,False,8.5,0,4.8,7.0,0.0,0.0,0.0,0.19,0.81,,,,
B082J6717Z,Cappuccino Supreme Candy Cane Cappuccino Mix,Cappuccino Supreme,Third Party,False,30.28,True,0.5,Ounce,,False,64.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B082J8ZX24,Cappuccino Supreme Eggnog Cappuccino Mix,Cappuccino Supreme,Third Party,False,30.28,True,0.5,Ounce,,False,64.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B082JTQY79,Cappuccino Supreme Peppermint Mocha Cappuccino Mix,Cappuccino Supreme,Third Party,False,30.28,True,0.5,Count,,False,64.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B082KQK97W,Organo Gold -Gourmet Cafe Latte (1 Box 20 Sachets),Organo Gold,FBA,False,24.7,True,24.7,Count,568.0,False,14.4,0,4.9,14.0,0.0,0.0,0.0,0.1,0.9,,,,
B082L54LDY,Cappuccino Supreme Gingerbread Cappuccino Mix,Cappuccino Supreme,Third Party,False,30.28,True,0.5,Ounce,,False,64.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B082M3K89K,"14 Boxes Organo Gold Gourmet Cafe Noir, Black Coffee 100% Certified Ganoderma Extract Sealed (1 Box of 30 Sachets) (14)",Organo Gold,Third Party,False,249.3,True,249.3,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B082MSB856,"Maxwell House International French Vanilla Beverage Mix, 8.4 oz Tub, Pack of 4",MAXWELL HOUSE,Third Party,False,19.38,False,,,,False,,0,4.2,10.0,0.0,0.15,0.13,0.13,0.59,,,,
B082NR9R2V,"Bushbucks 100% Ugandan Whole Bean Arabica Coffee | Flavour: Chocolate Overtones, Citric, Good Body & Floral notes | Handpicked Coffee Beans | Medium Roast Coffee| Single Origin: Uganda| 8.8 oz(250 gm)",Bush bucks,FBA,False,14.95,True,14.95,Ounce,1661.0,False,9.4,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
B082QVJY8Q,Buddy Dean Instant Herbal Coffee Mixed Cordyceps Ginseng Black galingale Thai Chinese Herbs (pack of 8 sachets) Health supplements Sugar Free Trans Fat Free.,Buddy Dean,Third Party,False,19.0,True,5.61,Ounce,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B082R5X9K4,1 Pack Nescafe Gold Rich & Smooth Instant Coffee from Malaysia (20 sticks x 2g),Nescafe Products,FBA,False,12.95,True,9.25,Ounce,753.0,False,3.0,0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,,,,
B082S31YP2,"7 Boxes Organo Gold Gourmet Cafe Noir, Black Coffee 100% Certified Ganoderma Extract Sealed (1 Box of 30 Sachets) (7 boxes)",Organo Gold,Third Party,False,118.0,True,118.0,Count,3196.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B082VKYZTR,"Waka Coffee Quality Instant Coffee, Indian, Light Roast | 100% Arabica, Freeze Dried, 8 Single-Serve Packets | We Bring The Instant Back",Waka Coffee,FBA,False,11.99,True,14.99,Ounce,164.0,True,1.6,5,4.5,52.0,0.05,0.03,0.04,0.1,0.78,13.49, Ounce,12.74, Ounce
B082VL5J6V,Colcafé Caramel Cappuccino Instant Mix | Convenient & Portable Packs | 100% Colombian Coffee | Make Hot or Cold | 6 Count (Pack of 2),Colcafé,FBA,False,12.99,True,3.42,Ounce,1818.0,False,9.3,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,
B082VSPV47,Nescafe Mocaccino Instant Coffee 10 Ct. Made in Italy,Nescafé,Third Party,False,22.9,True,22.9,Item,,False,5.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B082XKWNTM,"VitaCup Genius Instant Coffee Stick | Energy & Focus | Keto | MCT, Turmeric & Cinnamon | Vegan | Vitamins B1, B5, B6, B9, B12, & D3 | Enjoy Hot or Cold (24 Count)",VitaCup,FBA,False,28.95,True,1.21,Count,41.0,True,3.8,11,4.4,217.0,0.06,0.02,0.05,0.18,0.69,1.09, Count,1.03, Count
B082XSKB4S,"NESCAFE Instant Coffee Fresh Mocha – Coffee Mix 110 Sticks, 0.4 oz (11.7g)",Nescafé,FBA,True,16.9,True,0.38,Ounce,73.0,False,54.4,3,4.3,88.0,0.08,0.02,0.06,0.14,0.69,,,,
B082XW8PLM,Coffee Instant 3 in 1 Old Train White Coffee,Deary,Third Party,False,7.49,True,7.49,Count,,False,20.8,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B082YJ9XLM,King coffee 3in1 instant - Box 20 sachets | Vietnamese Coffee | Long-lasting Aroma & Balance Taste | Perfect for Powerful day,TNI King Coffee,FBA,False,9.84,True,0.87,Fl Oz,738.0,False,13.6,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B082YJWHMK,"King Coffee 3in1 instant - Box 6 sticks x 16g | Vietnamese Coffee, Long-lasting Aroma & Balance Taste | Perfect for Powerful day",TNI King Coffee,FBA,False,7.7,True,2.27,Ounce,2743.0,False,4.6,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B082YRWGT7,"King Coffee Espresso Instant Coffee 15 sticks (pack of 1 box) | Strong & Full Body Taste, Undeniable Espresso for Coffee Lovers",TNI King Coffee,FBA,False,9.35,True,9.35,Count,1686.0,False,2.1,0,4.1,5.0,0.0,0.23,0.0,0.24,0.53,,,,
B082YS1HGS,King coffee Pure Black Instant Coffee 15 sachets x 2g (pack of 1 box) | Truly Coffee-fragrant & Bold - Perfect For Your Own Style,TNI King Coffee,FBA,False,7.22,True,7.22,Count,2551.0,False,2.2,0,4.5,2.0,0.0,0.0,0.0,0.52,0.48,,,,
B082YSDCC8,KING COFFEE INSTANT AMERICANO Premium 15 sticks x 1g (Pack of 1 box) | Medium-roasted premium coffee beans | Mild acidity | Finely-ground roasted coffee,TNI King Coffee,FBA,False,7.54,True,14.36,Ounce,1318.0,False,1.6,0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,
B0833KMJDL,TakenutritionX Smart Coffee - Energy Support and Healthy Weight Loss Drink - Beverage for Enhancing Focus and Mood - Caffeine Brew for Metabolism and Clarity - Healthy Instant Powder Mix - 204g/7.20oz,TAKENUTRITIONX,FBA,False,49.99,True,6.95,Ounce,936.0,False,7.7,0,3.6,3.0,0.0,0.0,0.37,0.63,0.0,,,,
B0834BPD2X,French Cafe Namyang LOOKAS 9 Latte (0.53 oz x 50 sticks),French Cafe LOOKAS 9,FBA,False,39.9,True,1.51,Ounce,722.0,False,35.2,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B0834S23T6,Lookas9 latte 10sticks,French Cafe,Third Party,False,31.99,True,6.09,Ounce,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B0836Q69WC,"Fresh Blends Alpha - Enhanced Premium Instant Coffee – Men’s Health - Organic Damiana, Maca Root and other nutrients - 30 Sticks, Net Wt: 2.4 Oz.",Fresh Blends,Third Party,False,32.0,True,13.33,Ounce,,False,2.4,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B08376RLW6,"VitaCup Slim Instant Coffee Sticks | Diet & Metabolism | Garcinia & Fiber | Vitamins B1, B5, B6, B9, & B12 | Vegan | Superfood Infused Instant Skinny Coffee | Enjoy Hot or Cold (10 Count)",VitaCup,FBA,True,14.95,True,1.5,Count,22.0,True,1.8,15,4.2,277.0,0.09,0.05,0.08,0.13,0.65,1.35, Count,1.27, Count
B083C5FGWD,Turkish Premium Coffee Plain w/out cardamom/Express Instant Coffee 1 pack each,Coffee,Third Party,False,19.99,True,19.99,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083C5VHV6,Arabic Premium Coffee with Cardamom / Express Instant Arabic Coffee 1 pack each,Coffee,Third Party,False,29.99,True,29.99,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083GJDK6H,Swimsuits for Women Bathing Suits Flounced Top with Bottom Tankini Swim Suits 2 Piece Swimwear Sets,Jebess Women Blouse,Third Party,False,5.99,False,,,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083JQD715,NEW Limited Edition Hawaiian Isles Kona Coffee Caramel Hazelnut - 8 ounce (226.8g),Hawaiian Isles Kona Coffee Co.,FBA,False,16.75,True,2.09,Ounce,1118.0,False,8.0,0,4.1,3.0,0.0,0.31,0.0,0.0,0.69,,,,
B083LJHDBH,〓COOlCCI〓Womens Sequins Club Spaghetti Strap Camisole Vest Tank Top Slim Fit Clubwear Bodycon Dresses Mini Dress,〓COOlCCI〓Womens Clothing,Third Party,False,8.84,False,,,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083LN2DL9,COOlCCI〓2PCS Men's Muscle Gym Workout Stringer Tank Tops +Shorts Suit Summer Slim Fit T-Shirts Sets Black,COOlCCI,Third Party,False,1.34,False,,,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083QLL422,"GRUFÈT, Arabica Clásico Coffee | Strong, Rich & FLAVORFUL Coffee | 100% Instant Arabica Coffee (1kg / 36oz.)",Generic,,False,82.0,False,,,,False,35.2,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083RDQDDL,"Yencoly Espresso Machine,Portable Manual Capsule Coffee Maker Hand Press Coffee Machine for Travel Home Office Delicious Coffee Without Bitterness",Yencoly,,False,50.0,False,,,,False,28.8,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083S1WSRN,Frozen Bean Caramel Macchiato 21.1 oz (2pack!) Delicious Coffee House Quality! Best At Home Coffee Mix!,Frozen Bean,Third Party,False,29.99,True,0.71,Ounce,1003.0,False,48.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083TY625X,DealinM Lucky Letter Printed Graphic Shirt Women Shamrock St. Patrick Day Raglan 3/4 Sleeve Baseball Tee Tops,DealinM,Third Party,False,7.68,False,,,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083V93RNP,Sanka Decaf Instant Coffee 2 Ounce Jars (Pack of 2) with By The Cup Travel Mug,By The Cup,FBA,False,10.99,True,2.75,Ounce,618.0,False,8.8,0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,,,,
B083W3DBLW,COOlCCI〓Women Contrast Color Striped Patchwork T-Shirts Short Sleeve Slim Tunic Tops Novelty Blouses Shirts Black,COOlCCI,Third Party,False,11.45,False,,,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083WPT115,Meet U White Coffee (Original Classic) 3 in 1 15 sticks x 40g,Meet U,Third Party,False,18.0,True,0.85,Ounce,4597.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083XG5JY4,"Jacobs 3in1 Caramel Instant Coffee Sticks, 10 Single Servings (Pack of 6)",JACOBS,FBA,False,29.95,True,0.5,Count,1433.0,False,43.2,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083XQXL8V,"Jacobs 3in1 Cafe Latte Instant Coffee Sticks, 10 Single Servings (Pack of 6)",JACOBS,FBA,False,29.95,True,0.5,Count,850.0,False,35.2,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
B083ZFH4PC,3 Pack Nescafe 2 in 1 Instant Black Coffee - Strong Dark Roast Coffee Sticks Kopi-O (3 x 15 sticks) Nestle Malaysia,Nescafé,Third Party,False,39.0,True,13.0,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083ZL3TN7,Old Village White Coffee - 14oz (Pack of 12),Drink 64,,False,107.88,False,,,,False,171.2,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083ZL4SPN,Original Coffee Peo Po - 8.12floz (Pack of 24),Coffee Drink,,False,30.0,False,,,,False,192.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083ZL7S6L,Original Coffee Peo Po - 8.12floz (Pack of 12),Coffee Drink,,False,15.0,False,,,,False,96.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083ZL848H,Cappuccino Coffee Peo Po - 8.12floz (Pack of 24),Coffee Drink,,False,30.0,False,,,,False,192.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083ZL9KV6,Original Coffee Peo Po - 8.12floz (Pack of 3),Coffee Drink,,False,3.75,False,,,,False,9.6,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083ZLDJZS,Original Coffee Peo Po - 8.12floz (Pack of 8),Coffee Drink,,False,10.0,False,,,,False,43.2,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083ZLDZY9,Cappuccino Coffee Peo Po - 8.12floz (Pack of 12),Coffee Drink,,False,15.0,False,,,,False,96.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083ZLFSNY,Old Village White Coffee - 14oz (Pack of 24),Drink 64,,False,215.76,False,,,,False,340.8,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083ZLGK1H,Old Village White Coffee - 14oz (Pack of 3),Drink 64,,False,26.97,False,,,,False,9.6,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083ZLH9Y9,Old Village White Coffee - 14oz (Pack of 2),Drink 64,,False,17.98,False,,,,False,12.8,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083ZLHB75,Vanilla Coffee Peo Po - 8.12floz (Pack of 24),Coffee Drink,,False,30.0,False,,,,False,192.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083ZLHVYB,Cappuccino Coffee Peo Po - 8.12floz (Pack of 3),Coffee Drink,,False,3.75,False,,,,False,9.6,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083ZLL21J,Original Coffee Peo Po - 8.12floz (Pack of 2),Coffee Drink,,False,2.5,False,,,,False,9.6,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083ZLLHYR,Vanilla Coffee Peo Po - 8.12floz (Pack of 1),Coffee Drink,,False,1.25,False,,,,False,12.8,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083ZLLLC6,Old Village White Coffee - 14oz (Pack of 5),Drink 64,,False,44.95,False,,,,False,43.2,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083ZLMQQZ,Cappuccino Coffee Peo Po - 8.12floz (Pack of 6),Coffee Drink,,False,7.5,False,,,,False,20.8,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083ZLP2NX,Original Coffee Peo Po - 8.12floz (Pack of 1),Coffee Drink,,False,1.25,False,,,,False,12.8,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083ZLQX79,Original Coffee Peo Po - 8.12floz (Pack of 4),Coffee Drink,,False,5.0,False,,,,False,20.8,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083ZLXB33,Old Village White Coffee - 14oz (Pack of 1),Drink 64,,False,8.99,False,,,4030.0,False,12.8,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083ZMGYC4,Old Village White Coffee - 14oz (Pack of 4),Drink 64,,False,35.96,False,,,,False,9.6,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083ZMKGBP,Original Coffee Peo Po - 8.12floz (Pack of 6),Coffee Drink,,False,7.5,False,,,,False,20.8,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B083ZPSBLS,5 Packs of BestOne Café Ipoh White Coffee Light Roasted 85% Coffee Taste + Free Express Shipping,BestOne Café,Third Party,False,67.2,True,67.2,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B0842XQX53,Namyang French Cafe Instant Coffee Mix (200 Sticks),French Cafe,FBA,True,32.99,True,0.43,Ounce,221.0,False,92.8,0,4.6,18.0,0.0,0.07,0.0,0.18,0.74,,,,
B0843K7VHG,"Colombian Coffee Colcafe COMBO, 1 Instant Decaf Coffee 3 Oz & 1 Cafe con Leche 13.4 oz",Colcafé,Third Party,False,22.96,True,11.48,Count,,False,13.4,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B0844VVZBH,"Colombian Coffee Colcafe COMBO, 1 Instant Classic Coffee 6 Oz & 1 Cafe con Leche 13.4 oz",Colcafé,Third Party,False,24.99,True,12.5,Count,,False,13.4,0,,,0.0,0.0,0.0,0.0,0.0,,,,
